"Transfer TimeStamp","Transfer Date","Line Item Amount EUR","Acct. Label","Report Code","Event Period","District Office","Event Type","Expense Description","Expense Type","Travel Mode","Travel Dist"
29-Mar-16,29-Mar-16,47.58,E7026,CP604,Nov-2015,G0,Other,web- www.toastamsters.dk -,Other,,
16-Mar-16,16-Mar-16,118.84,E7060,TR963,Feb-2016,ITM,DECM,Airfare Bucharest - Budapest - Bucharest,Travel,Air,837 km
29-Jun-16,29-Jun-16,40.00,E7058,TR963,May-2016,K2,DECM,venue -hotel,Venue rental,,
29-Jun-16,29-Jun-16,205.92,E7060,TR963,May-2016,K2,DECM,flight tickets Vantaa-Budapest,Travel,Air,"2,127 km"
29-Jun-16,29-Jun-16,60.18,E7062,TR963,May-2016,K2,DECM,Tampere-Vantaa airport - Tampere,Travel,Car,177 km
29-Jun-16,29-Jun-16,60.00,E7064,TR963,May-2016,K2,DECM,Budapest - Timisoara,Travel,Car,312 km
29-Jun-16,29-Jun-16,575.69,E7008,CO152,May-2016,SC95,Conference,Printing,Communication,,
24-Feb-16,24-Feb-16,7.37,E7080,CO151,Nov-2015,L1,Other,Gifts for the Distrcit 94 Fall Conference,Conference,,
24-Feb-16,24-Feb-16,36.79,E7008,MK520,Dec-2015,L1,Other,Queen's town Marketing materials for club promotion.,Marketing,,
02-May-16,02-May-16,205.00,E7060,TR962,Feb-2016,L1,Other,Travel expenses for Kynote speaker confirmed with Tuire,Marketing,,
21-May-16,21-May-16,92.14,E7062,TR958B,Sep-2015,H3,Club visit,"Detaliate expense for official visit . 50 Euro for petrol, 554 km drive from Cluj-Napoca to Brasov. 20 Euros for one night Hotel",Marketing,,
02-May-16,02-May-16,242.79,E7060,TR956,Apr-2016,AM,Conference,Flight Ticket to Division G Conference,Travel,Air,"2,161 km"
15-Jun-16,15-Jun-16,181.60,E7060,TR956,Feb-2016,AM,DECM,Flight Ticket to DECM,Travel,Air,1674
21-Jun-16,21-Jun-16,88.16,E7026,AD900,May-2016,AM,Other,Formstack Gold Subscription - Proxy handling platform,Other,,
21-Jun-16,21-Jun-16,51.59,E7020,AD900,May-2016,AM,Conference,Printed materials for Timisoara DCM,Conference,,
21-Jun-16,21-Jun-16,185.98,E7060,TR956,May-2016,AM,Conference,"Travel Cost to Timisoara. Limit of 0,17 Euro/km",Travel,Air,547
21-Jun-16,21-Jun-16,256.54,E7060,TR956,May-2016,AM,Other,Travel Cost to Helsinki Bootcamp,Travel,Air,2399 km
29-Jun-16,29-Jun-16,249.91,E7036,CO152,May-2016,SC95,Conference,Web Design ,Advertising,,
29-Jun-16,29-Jun-16,8.36,E7062,TR958B,Jan-2016,I2,Club visit,51km Club Visit,Travel,Car,24.6 km
29-Jun-16,29-Jun-16,25.40,E7062,TR958B,Feb-2016,I2,Club visit,152 km Club Visit,Travel,Car,74.7 km
29-Jun-16,29-Jun-16,25.40,E7062,TR958B,Mar-2016,I2,Club visit,153 km Club Visit,Travel,Car,74.7 km
29-Jun-16,29-Jun-16,45.90,E7062,TR958B,Apr-2016,I2,Club visit,270 km Division I Spring Conference Ulm,Travel,Car,144 km
12-Feb-16,12-Feb-16,103.37,E7066,TR952,Oct-2015,CGD,Conference,Train ticket  - Budapest - Katowicze - Budapest with seat tickets Budapest - Breclav and Breclav - Katowicze,Travel,Train,576 km
12-Feb-16,12-Feb-16,11.93,E7066,TR952,Oct-2015,CGD,Conference,Sleeping wagon ticket Katowicze - Budapest,Travel,Train,576 km
12-Feb-16,12-Feb-16,34.28,E7058,TR952,Oct-2015,CGD,Conference,"Accomodation for 2 nights for 1 person - Katowicze, Hostel ",Lodging,,
21-May-16,21-May-16,80.75,E7044,AD900,Feb-2016,CGD,DECM,Customs fee for the DECM Budapest district store,Marketing,,
21-May-16,21-May-16,52.42,E7044,AD900,Mar-2016,CGD,DECM,Postal delivery fee for medals to Poland and Germany contests,Conference,,
21-May-16,21-May-16,40.00,E7058,TR952,Nov-2015,CGD,Conference,"Reclaimable portion of the hotel invoice of 147 Euro in Hotel Duo Prague. As a friend took me there, no travel cost incurred.",Lodging,,
24-Jan-16,24-Jan-16,61.20,E7062,TR957B,Oct-2015,F0,Other,Demo meeting of the club in Bad Homburg,Travel,Car,182 km
04-Feb-16,04-Feb-16,382.77,E7078,CO153,Oct-2015,F0,Conference,Division F conference,Conference,,
04-Feb-16,04-Feb-16,37.80,E7012,MK520,Oct-2015,F0,Conference,supplies for club building activities,Marketing,,
31-Mar-16,31-Mar-16,20.91,E7008,MK520,Nov-2015,F0,Other,Flyer Toastmaster advertisement,Marketing,,
31-Mar-16,31-Mar-16,40.00,E7058,TR957A,Feb-2016,F0,DECM,hotel accomodation,Venue rental,,
31-Mar-16,31-Mar-16,56.44,E7062,TR957A,Feb-2016,F0,DECM,travel by car to airport (Frankfurt) Terminal1,Travel,Car,166 km
31-Mar-16,31-Mar-16,171.98,E7060,TR957A,Feb-2016,F0,DECM,Airfare from Frankfurt to Budapest,Travel,Air,860km
31-Mar-16,31-Mar-16,52.00,E7062,TR957A,Feb-2016,F0,DECM,Parking Fee at Frankfurt Airport (2 days 2016-02-05 to 2016-02-06),Travel,Car,161 km
31-Mar-16,31-Mar-16,150.00,E7014,ET702,Jan-2016,F0,COT,COT 2 of Area F3 & Open stage training,Other,,
31-Mar-16,31-Mar-16,21.00,E7012,MK520,Jan-2016,F0,Other,TM Marketing event of 2016-01-23:  lecturn,Marketing,,
31-Mar-16,31-Mar-16,82.40,E7012,MK520,Jan-2016,F0,Other,TM Marketing event of 2016-01-23:  flip chart,Marketing,,
31-Mar-16,31-Mar-16,22.56,E7012,MK520,Jan-2016,F0,Other,TM Marketing event of 2016-01-23:  flip chart paper 1,Marketing,,
31-Mar-16,31-Mar-16,17.40,E7012,MK520,Jan-2016,F0,Other,TM Marketing event of 2016-01-23:  flip chart paper 2,Marketing,,
21-Jun-16,21-Jun-16,93.79,E7014,CO154,Mar-2016,F0,Conference,Area F2 conference,Conference,,
21-Jun-16,21-Jun-16,17.50,E7066,TR958B,Apr-2016,F0,Club visit,Club visit Area F2 of Area Dir. Marty Pullens by train club #9624,Travel,Train,38.0 km
29-Jun-16,29-Jun-16,40.00,E7058,TR957A,May-2016,F0,Conference,accomodation in Timisoara/ district conference,Lodging,,
29-Jun-16,29-Jun-16,340.00,E7060,TR957A,May-2016,F0,Conference,travel airfare Munich-Timisoara,Travel,Air,997
29-Jun-16,29-Jun-16,68.00,E7062,TR963,May-2016,F0,Conference,travel Mulfingen(home) -Munich Airport- mulfingen single 268 km,Travel,Car,268
24-Jan-16,24-Jan-16,40.00,E7058,TR959,Nov-2015,IPDD,Conference,"hotel accommodation + short term car park at hotel = claim 40 +16,52=56.52",Lodging,,
24-Jan-16,24-Jan-16,198.08,E7062,TR959,Nov-2015,IPDD,Conference,car travel to and from Conference venue,Travel,Car,534 km
24-Jan-16,24-Jan-16,13.80,E7044,AD900,Nov-2015,IPDD,Other,"postage recognition certificates to Tuire-Joanna Chmiel-Calin Gilea-Neal Greenspan, received too late from WHQ",Other,,
07-Mar-16,07-Mar-16,318.95,E7060,TR959,Feb-2016,IPDD,DECM,travel Frankfurt- Budapest,Travel,Air,
03-Jun-16,03-Jun-16,299.74,E7060,TR959,May-2016,IPDD,Conference,IPDG travel to and from D95 Spring Conference,Travel,Air,"1,291 km"
24-Jan-16,24-Jan-16,80.00,E7058,TR957A,Sep-2015,H0,DECM,DECM lodging for Calin Gilea (Division H Director) and Florin Tabirca (Area H1 Director). We stayed in one room 2 nights,Lodging,,
02-Feb-16,02-Feb-16,89.20,E7014,MK512,Dec-2015,H0,Other,Demo meeting (Toastmasters Sibiu) hotel room rental expense (https://www.facebook.com/media/set/?set=a.1117757278249258.10737418,Venue rental,,
12-Feb-16,12-Feb-16,20.42,E7068,TR951,Oct-2015,H0,Other,Tuire's minibus travel from Cluj-Napoca to Budapest airport (ticket price).,Other,,
12-Feb-16,12-Feb-16,138.88,E7010,CO154,Oct-2015,H0,Other,"VAT expense (24%) for District 95 order (TMI training materials, HPLs and speech contest medals)",Other,,
21-Jun-16,21-Jun-16,107.44,E7062,TR963,Mar-2016,H0,Other,Travel from Timisoara to Budapest and back for picking up the speech contest medals,Travel,Car,316 km
21-Jun-16,21-Jun-16,9.55,E7068,TR963,Mar-2016,H0,Other,Highway vignette (travel from Timisoara to Budapest and back for picking up the speech contest medals),Other,,
21-Jun-16,21-Jun-16,44.81,E7020,ET704,Apr-2016,H0,Other,Training Division and Area Directors (Prints & handouts for training),Educational Material,,
21-Jun-16,21-Jun-16,234.79,E7014,ET704,Apr-2016,H0,Other,Training Division and Area Directors (Venue Rental),Venue rental,,
21-Jun-16,21-Jun-16,96.15,E7016,ET704,Apr-2016,H0,Other,Training Division and Area Directors (Meal event expense),Other,,
21-Jun-16,21-Jun-16,119.89,E7082,MK511,Apr-2016,H0,Other,Two rollups for the two new Toastmasters clubs: Cerner Speaks and DB Global Technology,Marketing,,
21-Jun-16,21-Jun-16,295.00,E7020,MK520,Apr-2016,H0,Other,Promotional flyers for membership growth and new clubs. ,Marketing,,
21-Jun-16,21-Jun-16,274.89,E7060,TR963,Jun-2016,H0,Other,Airplane fare to travel to the District Bootcamp in Helsinki from Budapest. ,Travel,Air,"1,923 km"
26-Jun-16,26-Jun-16,215.56,E7062,TR963,May-2016,H0,Other,Car travel by future Area H4 Director Emilian Padurariu from Iasi to Timisoara to attend the future Directors training,Travel,Car,634 km
02-May-16,02-May-16,188.00,E7022,CO151,Nov-2016,AC95,Conference,Cost for booking the hotel,Conference,,
02-May-16,02-May-16,2359.00,E7014,CO151,Nov-2016,AC95,Conference,Cost for booking the hotel,Conference,,
02-May-16,02-May-16,6582.00,E7016,CO151,Nov-2016,AC95,Conference,Cost for booking the hotel,Conference,,
02-May-16,02-May-16,4510.00,E7078,CO151,Nov-2016,AC95,Conference,Cost for booking the hotel,Conference,,
19-Apr-16,19-Apr-16,119.44,E7060,TR958A,Feb-2016,C0,DECM,Flight-Ticket to DECM Budapest (7060 - Airfare Expense Area Director C1),Travel,Air,865 km
21-Jun-16,21-Jun-16,3.60,E7062,TR958B,May-2016,C0,Club visit,Travel Cost AD Club-Visit #1063 Mercury Berlin,Travel,Car,10.6 km
21-Jun-16,21-Jun-16,79.90,E7062,TR958B,Mar-2016,C0,Club visit,Travel Cost AD Club-Visit #1563553 Hanseredner Rostock,Travel,Car,235 km
21-Jun-16,21-Jun-16,2.62,E7062,TR958B,Feb-2016,C0,Club visit,Travel Cost AD Club-Visit #03467645 Berliner Rhetorikmeister,Travel,Car,7.7 km
31-Mar-16,31-Mar-16,50.32,E7062,TR958B,Nov-2015,H4,Club visit,Club visit (148+148)*0.17 club number 2909835,Travel,Car,148 km
31-Mar-16,31-Mar-16,82.28,E7062,TR958B,Nov-2015,H4,Club visit,Club visit (242+242)*0.17 club number 1971420,Travel,Car,242 km
31-Mar-16,31-Mar-16,36.72,E7062,TR958B,Nov-2015,H4,Club visit,Club visit (108+108)*0.17 club number 4377361,Travel,Car,108 km
14-Jun-16,14-Jun-16,30.00,E7020,CO151,Nov-2016,AC95,Conference,Graphic designer - Leaflet promoting Warsaw conference,Marketing,,
02-Feb-16,02-Feb-16,94.00,E7062,TR958B,Nov-2015,G4,Club visit,"Travel by car to and from Lindköping, total 554 KM",Travel,Car,277 km
02-Feb-16,02-Feb-16,22.50,E7062,TR967,Nov-2015,G4,Other,"DEMO meeting in Borås, Area Director Toastmaster Presentation. Travel By car, total 133 KM",Travel,Car,66.2 km
02-May-16,02-May-16,11.19,E7068,TR958A,Feb-2016,G4,DECM,Buss from home to airport Landvetter Gothenburg,Travel,Bus,28.2 km
02-May-16,02-May-16,22.78,E7064,TR958A,Feb-2016,G4,DECM,Cab from Hotel to Airport,Travel,Car,18.7 km
02-May-16,02-May-16,163.29,E7060,TR958A,Feb-2016,G4,DECM,Flight From Sweden Gothburg to Budapest,Travel,Air,"1,660 km"
02-May-16,02-May-16,163.29,E7060,TR958A,Feb-2016,G4,DECM,Flight from Budapest to Landvetter,Travel,Air,"1,683 km"
21-Jun-16,21-Jun-16,94.18,E7062,TR958B,Apr-2016,G4,Club visit,Travel to and from Club Visit ,Travel,Car,277 km
21-May-16,21-May-16,39.98,E7020,MK520,Nov-2015,E0,Other,Promotional materials,Marketing,,
19-Apr-16,19-Apr-16,149.84,E7060,TR957A,Feb-2016,K0,DECM,Flight ticket to DECM from Helsinki return,Travel,Air,"1,984 km"
21-May-16,21-May-16,58.80,E7080,SC801,Apr-2016,K0,Speech contest,Contest Trophies for Winners of Division K Contest,Awards,,
30-Jun-16,30-Jun-16,33.00,E7026,CP604,May-2016,K0,Other,Website Domain Registration 3 Years - toastmasters.fi,Other,,
30-Jun-16,30-Jun-16,139.40,E7062,TR968,Jun-2016,K0,Club coaching,Club Coach visit to club meeting return trip 820km,Travel,Car,410 km
04-Feb-16,04-Feb-16,79.00,R6050,CO151,Nov-2015,L0,Conference,Refund of earlybird ticket,Conference,,
12-Feb-16,12-Feb-16,61.68,E7080,SC802,Oct-2015,D2,Speech contest,AREA Speech contest Awards in 3 languages,Awards,,
12-Feb-16,12-Feb-16,136.00,E7078,SC802,Oct-2015,D2,Speech contest,AREA Speech contest refresments and modest hospitality for the participants(~40),Refreshments,,
21-May-16,21-May-16,79.94,E7078,ET300,Jan-2016,D2,TLI,Lunch for TLI,Refreshments,,
03-Jun-16,03-Jun-16,30.71,E7072,MK520,Mar-2016,D2,Other,"Club banner was ordered by the district, but the tax is paid by me locally.",Marketing,,
03-Jun-16,03-Jun-16,29.41,E7080,CO154,Mar-2016,D2,Speech contest,"Awards for the AREA contest winners, 4 Trophys",Awards,,
03-Jun-16,03-Jun-16,191.17,E7078,CO154,Mar-2016,D2,Speech contest,"Refreshments for the participants, snacks water, cakes.",Refreshments,,
29-Mar-16,29-Mar-16,23.05,E7068,TR958A,Sep-2015,B2,DECM,Travel costs from Rzeszow to Wroclaw and from Wroclaw to Rzeszow,Communication,,
29-Mar-16,29-Mar-16,18.47,E7020,SC802,Oct-2015,B2,Speech contest,Expenses for printing materials for the Area Contest,Educational Material,,
29-Mar-16,29-Mar-16,15.29,E7080,SC802,Oct-2015,B2,Speech contest,Awards for winners and attendees of Area contests,Awards,,
12-Feb-16,12-Feb-16,55.76,E7066,TR958B,Nov-2015,G2,Club visit,Aarhus H (01-13) > Esbjerg and Back,Travel,Train,164 km
12-Feb-16,12-Feb-16,62.20,E7006,CP606,Oct-2015,G2,Other,marketing & education,Educational Material,,
31-Mar-16,31-Mar-16,120.90,E7008,MK520,Oct-2015,G2,Other,marketing & education,Educational Material,,
31-Mar-16,31-Mar-16,169.86,E7060,TR958A,Feb-2016,G2,DECM,"DECM Travel to Budapest, from Malmö, Sweden to Budapest DECM venue and back to Lund, Sweden (Home town) Totaling all travels.",Travel,Air,"1,361 km"
14-Jun-16,14-Jun-16,61.54,E7062,TR958B,Nov-2015,C0,Club visit,Center Berlin TM - #4694957 - Club Visit Area Director C3,Travel,Car,181 km
14-Jun-16,14-Jun-16,43.52,E7062,TR958B,Nov-2015,C0,Club visit,TM Dresden - #1668448 - Club Visit Area Director C3,Travel,Car,128 km
14-Jun-16,14-Jun-16,3.13,E7062,TR958B,Oct-2015,C0,Club visit,Leipziger Redefreiheit - #1584104 - Club Visit Area Director C3,Travel,Car,9.2 km
14-Jun-16,14-Jun-16,2.58,E7062,TR958B,Oct-2015,C0,Club visit,Leipzig TM - #1066272 - Club Visit Area Director C3,Travel,Car,7.6 km
14-Jun-16,14-Jun-16,43.52,E7062,TR958B,Apr-2016,C0,Speech contest,Travel Area C3 Direktor to Area C3 Spreech Contest,Travel,Car,128 km
29-Jun-16,29-Jun-16,2.58,E7062,TR958B,Apr-2016,C0,Club visit,Travel Cost AD Club-Visit #1066272 Leipzig Toastmasters,Travel,Car,7.6 km
29-Jun-16,29-Jun-16,86.60,E7014,CO153,Apr-2016,C0,Conference,"Division C Conference - net loss income (room rentals, equipment, refreshments, awards, copies)",Conference,,
29-Jun-16,29-Jun-16,68.06,E7014,CO154,Apr-2016,C0,Speech contest,"Area C3 Speech Contest (59 Room Rental, 59 Awards, 31 Copying)",Conference,,
30-Jun-16,30-Jun-16,61.54,E7062,TR958B,May-2016,C0,Club visit,Center Berlin TM - #4694957 - Club Visit Area Director C3,Travel,Car,181 km
30-Jun-16,30-Jun-16,3.13,E7062,TR958B,May-2016,C0,Club visit,Leipziger Redefreiheit - #1584104 - Club Visit Area Director C3,Travel,Car,9.2 km
30-Jun-16,30-Jun-16,43.52,E7062,TR958B,May-2016,C0,Club visit,Travel Cost AD Club-Visit #1668448 Toastmasters Dresden,Travel,Car,128 km
24-Jan-16,24-Jan-16,236.50,E7014,CO154,Sep-2015,F0,Conference,reimbursement request Area F4 fall conference,Conference,,
15-Mar-16,15-Mar-16,200.00,E7022,MK520,Nov-2015,F0,Other,Camera man for open stage special TM event,Marketing,,
15-Mar-16,15-Mar-16,416.50,E7014,MK520,Nov-2015,F0,Other,"room rent, preparation , cleaning for the special TM event open stage",Educational Material,,
19-Jan-16,19-Jan-16,356.38,E7026,CP602,Nov-2015,DD,Other,Easy-speak maintenance and hosting cost 2016,Other,,
23-Mar-16,23-Mar-16,203.40,E7060,TR960,Feb-2016,RA1,DECM,Flight costs - 1916 SEK,Travel,Air,"1,612 km"
23-Mar-16,23-Mar-16,53.31,E7060,TR960,Feb-2016,RA1,DECM,Parking costs at airport - 499 SEK,Travel,Air,"1,612 km"
21-May-16,21-May-16,46.92,E7062,TR968,Feb-2016,H2,Club coaching,travel from Oradea to Satu Mare and return,Travel,Car,138 km
12-Feb-16,12-Feb-16,196.10,E7018,CO151,Nov-2015,L0,Conference,"16 flag poles, printer ink and flag stand",Conference,,
03-Jun-16,03-Jun-16,22.00,E7078,MK520,Mar-2016,K3,Speech contest,Refreshments ,Refreshments,,
03-Jun-16,03-Jun-16,27.89,E7080,MK520,Mar-2016,K3,Speech contest,Marketing materials:  giveaways at area speech contest,Marketing,,
03-Jun-16,03-Jun-16,200.00,E7014,CO154,Mar-2016,K3,Speech contest,Conference room,Venue rental,,
03-Jun-16,03-Jun-16,135.40,E7014,ET702,Aug-2015,K3,COT,Conference hall rental for COT,Venue rental,,
29-Jun-16,29-Jun-16,200.00,E7012,ET702,Aug-2015,K3,COT,Training supplies and materials,Other,,
24-Jan-16,24-Jan-16,191.76,E7060,TR957A,Sep-2015,I0,DECM,Hotel and Air Ticket Wroclaw,Travel,Air,564 km
24-Jan-16,24-Jan-16,40.00,E7058,TR957A,Sep-2015,I0,DECM,Hotel and Air Ticket Wroclaw,Travel,Air,564 km
29-Jun-16,29-Jun-16,9408.00,E7016,CO152,May-2016,SC95,Conference,Gala dinner food & Coffee break,Refreshments,,
14-Jun-16,14-Jun-16,260.00,E7008,CO151,Nov-2016,AC95,Conference,Video designer - Video promoting Warsaw conference,Marketing,,
14-Feb-16,14-Feb-16,144.90,E7060,TR958A,Dec-2015,K2,DECM,flight tickets,Travel,Air,"1,984 km"
14-Feb-16,14-Feb-16,36.10,E7080,AD900,Dec-2015,K2,Other,"administrative expenses, postcards for officers in K2 area",Other,,
02-May-16,02-May-16,126.48,E7062,TR958B,Feb-2016,K2,Club visit,Gas and parking,Travel,Car,372 km
02-May-16,02-May-16,19.41,E7062,TR958B,Mar-2016,K2,Club visit,Travel to club visit,Travel,Car,57.1 km
02-May-16,02-May-16,149.98,E7014,ET702,Feb-2016,K2,COT,Venue rent for COT,Venue rental,,
02-May-16,02-May-16,19.00,E7062,TR958B,Feb-2016,K2,COT,Travel to COT,Travel,Car,55.9 km
21-May-16,21-May-16,22.55,E7078,SC802,Mar-2016,K2,Conference,Refreshments for area contest,Refreshments,,
21-May-16,21-May-16,19.65,E7062,TR958B,Mar-2016,K2,Speech contest,transport to area contest venue,Travel,Car,57.8 km
15-Jun-16,15-Jun-16,42.50,E7062,TR958B,Apr-2016,K2,Club visit,transport,Travel,Car,125 km
22-Jun-16,22-Jun-16,40.00,E7058,TR957A,May-2016,K2,DECM,Meeting Room/accomodation,Venue rental,,
22-Jun-16,22-Jun-16,16.00,E7062,TR957A,May-2016,K2,DECM,Transport to airport Vantaa,Travel,Car,48.6 km
22-Jun-16,22-Jun-16,214.90,E7060,TR958A,May-2016,K2,DECM,flight tickets Vantaa-Budapest,Travel,Air,"1,999 km"
22-Jun-16,22-Jun-16,106.08,E7062,TR957A,May-2016,K2,DECM,transport Budapest Timisoara,Travel,Car,312 km
12-Feb-16,12-Feb-16,43.90,E7034,CO153,Oct-2015,DFMI,Conference,Division I Fall Conference Munich,Conference,,
12-Feb-16,12-Feb-16,33.72,E7012,CO153,Oct-2015,DFMI,Conference,Division I Fall Conference Munich,Conference,,
12-Feb-16,12-Feb-16,103.50,E7014,CO153,Oct-2015,DFMI,Conference,Division I Fall Conference Munich,Conference,,
12-Feb-16,12-Feb-16,134.06,E7078,CO153,Oct-2015,DFMI,Conference,Division I Fall Conference Munich,Conference,,
12-Feb-16,12-Feb-16,8.22,E7080,CO153,Oct-2015,DFMI,Conference,Division I Fall Conference Munich,Conference,,
12-Feb-16,12-Feb-16,9.50,E7048,CO153,Oct-2015,DFMI,Conference,Division I Fall Conference Munich,Conference,,
12-Feb-16,12-Feb-16,13.30,E7066,TR967,Dec-2015,DFMI,Club visit,Travel to start a new club,Travel,Train,78.8 km
12-Feb-16,12-Feb-16,7.34,E7066,TR958B,Nov-2015,DFMI,Club visit,"Club Visit AM Margaret Jankowsky Div. I, Area 4",Travel,Train,21.6 km
19-Apr-16,19-Apr-16,178.50,E7036,MK520,Jan-2016,DFMI,Other,Toastmasters-booth at the Expat exhibition in the City Fair Munich,Marketing,,
21-May-16,21-May-16,63.00,E7066,TR958B,Jan-2016,DFMI,Other,Travel to Division Council,Travel,Train,170 km
21-May-16,21-May-16,20.00,E7014,ET702,Jan-2016,DFMI,COT,Room Rent for Officers Training,Venue rental,,
21-May-16,21-May-16,20.00,E7014,CO154,Mar-2016,DFMI,Speech contest,Area Conference,Venue rental,,
21-May-16,21-May-16,18.99,E7078,CO154,Mar-2016,DFMI,Speech contest,Area Conference,Refreshments,,
21-May-16,21-May-16,119.00,E7020,MK520,Mar-2016,DFMI,Other,Marketing Flyer Budget District Club Growth Director,Marketing,,
14-Jun-16,14-Jun-16,61.77,E7008,MK520,Mar-2016,DFMI,Other,Buttons for Marketing Expat Munich,Marketing,,
14-Jun-16,14-Jun-16,50.96,E7078,ET702,Jan-2016,DFMI,COT,"Refreshments, Coffee",Refreshments,,
14-Jun-16,14-Jun-16,26.96,E7078,ET702,Feb-2016,DFMI,COT,Refreshments,Refreshments,,
14-Jun-16,14-Jun-16,27.93,E7080,CO154,Apr-2016,DFMI,Conference,Marketing gifts,Marketing,,
14-Jun-16,14-Jun-16,160.00,E7014,CO154,Mar-2016,DFMI,Conference,Room rent,Venue rental,,
14-Jun-16,14-Jun-16,45.93,E7078,CO154,Mar-2016,DFMI,Conference,Refreshments,Refreshments,,
14-Jun-16,14-Jun-16,32.13,E7012,CO154,Mar-2016,DFMI,Conference,"Paper, Ink",Conference,,
21-Jun-16,21-Jun-16,212.36,E7026,CP604,Apr-2016,DFMI,Other,Hosting Website Division I,Communication,,
19-Jan-16,19-Jan-16,317.73,E7026,CP602,Dec-2015,DD,Other,Easy-speak web and mail server hosting cost 2016,Communication,,
24-Jan-16,24-Jan-16,310.47,E7012,CO151,Nov-2015,L0,Conference,"Golem Thank-you gifts, envelops and giftbages",Conference,,
29-Mar-16,29-Mar-16,35.37,E7062,TR968,Nov-2015,L0,Conference,travel to pick up trophies and back,Travel,Car,208km
16-Mar-16,16-Mar-16,272.36,E7060,TR954,Nov-2015,FM,Conference,Autumn Conference in Prague,Travel,Air,"1,754 km"
16-Mar-16,16-Mar-16,40.00,E7058,TR954,Nov-2015,FM,Conference,Autumn Conference in Prague,Lodging,,
16-Mar-16,16-Mar-16,59.00,E7062,TR954,Nov-2015,FM,Conference,"Autumn Conference in Prague, parking in Helsinki",Travel,Car,"1,754 km"
16-Mar-16,16-Mar-16,136.10,E7060,TR954,Feb-2016,FM,DECM,DECM in Budapest,Travel,Air,"1,965 km"
16-Mar-16,16-Mar-16,38.00,E7062,TR954,Feb-2016,FM,DECM,"DECM in Budapest, parking in Helsinki",Travel,Car,"1,965 km"
16-Mar-16,16-Mar-16,19.20,E7064,TR954,Feb-2016,FM,DECM,"DECM in Budapest,taxi to the Hotel Leonardo, with Tuire V. and Oscar S.",Travel,Other,24.3 km
29-Jun-16,29-Jun-16,265.57,E7060,TR954,Apr-2016,FM,Speech contest,Division F Speech Contest,Travel,Air,"2,291 km"
29-Jun-16,29-Jun-16,71.50,E7066,TR954,Apr-2016,FM,Speech contest,Division F Speech Contest (train FRA-Karlsruhe-FRA),Travel,Train,"2,291 km"
29-Jun-16,29-Jun-16,40.00,E7058,TR954,Apr-2016,FM,Speech contest,Division F Speech Contest ,Lodging,,
29-Jun-16,29-Jun-16,57.00,E7062,TR954,Apr-2016,FM,Speech contest,Division F Speech Contest  (parking at the Helsinki Airport),Travel,Car,"2,291 km"
29-Jun-16,29-Jun-16,268.01,E7060,TR954,May-2016,FM,Conference,District Conference (Helsinki-Budapest),Travel,Air,"2,261 km"
29-Jun-16,29-Jun-16,123.00,E7062,TR954,May-2016,FM,Conference,"District Conference, minibus Buda-Timis-Buda,& parking Helsinki airport",Travel,Car,"2,261 km"
29-Jun-16,29-Jun-16,40.00,E7058,TR954,May-2016,FM,Conference,District Conference (hotel),Lodging,,
30-Jun-16,30-Jun-16,67.20,E7014,CO153,Apr-2016,G0,Other,Room rental,Venue rental,,
30-Jun-16,30-Jun-16,13.44,E7014,CO153,Apr-2016,G0,Other,Room rental,Venue rental,,
30-Jun-16,30-Jun-16,134.40,E7014,MK513,Apr-2016,CGD,Other,Room rental,Venue rental,,
30-Jun-16,30-Jun-16,18.17,E7020,MK513,Apr-2016,G0,Other,Materials printing,Educational Material,,
30-Jun-16,30-Jun-16,50.72,E7004,MK513,Apr-2016,CGD,Other,Badges & pins,Marketing,,
30-Jun-16,30-Jun-16,26.87,E7080,MK513,Apr-2016,CGD,Other,Trophies&thankyou,Awards,,
30-Jun-16,30-Jun-16,436.64,E7078,MK513,Apr-2016,CGD,Other,Sandwiches,Other,,
02-Feb-16,02-Feb-16,2490.00,E7014,ET703,Feb-2016,DD,DECM,"Venue rental, food and lodging for DECM members",Venue rental,,
07-Mar-16,07-Mar-16,109.47,E7014,ET703,Feb-2016,DD,DECM,"Second payment for DECM room rental, meal and lodging",Lodging,,
07-Mar-16,07-Mar-16,370.68,E7078,ET703,Feb-2016,DD,DECM,"Second payment for DECM room rental, meal and lodging",Lodging,,
07-Mar-16,07-Mar-16,618.85,E7058,ET703,Feb-2016,DD,DECM,"Second payment for DECM room rental, meal and lodging",Lodging,,
03-Jun-16,03-Jun-16,40.00,E7058,TR967,Nov-2015,SC95,Speech contest,Hotel accomodation,Lodging,,
03-Jun-16,03-Jun-16,283.56,E7062,TR967,Nov-2015,SC95,Speech contest,Gas expenses,Travel,Car,834 km
15-Jun-16,15-Jun-16,49.58,E7072,MK520,Apr-2016,DD,Other,Customs and VAT for a new club banner,Other,,
19-Apr-16,19-Apr-16,40.14,E7080,MK552,Dec-2015,B1,Other,Book awards for Silesia Toastmasters Club for educational achievement awards in 2015. The awards were given at the club's Christ,Awards,,
24-Feb-16,24-Feb-16,352.00,E7060,TR963,Oct-2015,B5,Speech contest,"Costs of participation in Division Speech Contest paid by Ivo Kersten,participant from Ukraine. Explanation attached",Travel,Air,966 km
